"year","simulation","dormancy","source","population","pop_size","pop_size_repro","log_meanChangeAboveground","log_lambda"
2014,197,"Natural","Projected","Vertedero",284,11,0.306639986196395,-0.185760365086371
2015,197,"Natural","Projected","Vertedero",78,10,-1.29226541147161,-0.167481208236508
2016,197,"Natural","Projected","Vertedero",17,11,-1.52349548263338,-0.163209891923839
2017,197,"Natural","Projected","Vertedero",4,2,-1.44691898293633,-0.160992639129499
2018,197,"Natural","Projected","Vertedero",2,1,-0.693147180559945,-0.123146306072535
2019,197,"Natural","Projected","Vertedero",1,1,-0.693147180559945,-0.164170095552046
2011,198,"Natural","Projected","Vertedero",33,33,NA,NA
2012,198,"Natural","Projected","Vertedero",260,20,2.06417406954905,0.0736664741866982
2013,198,"Natural","Projected","Vertedero",233,21,-0.109643177449827,0.0218883229060406
2014,198,"Natural","Projected","Vertedero",308,21,0.279061329407874,0.0152825700027437
2015,198,"Natural","Projected","Vertedero",96,17,-1.16575159150574,-0.165846369731591
2016,198,"Natural","Projected","Vertedero",16,7,-1.79175946922805,-0.146126932765313
2017,198,"Natural","Projected","Vertedero",2,1,-2.07944154167984,-0.169894522846166
2018,198,"Natural","Projected","Vertedero",1,NA,-0.693147180559945,-0.13893172231917
2011,199,"Natural","Projected","Vertedero",33,33,NA,NA
2012,199,"Natural","Projected","Vertedero",254,23,2.04082670555206,0.202987627289368
2013,199,"Natural","Projected","Vertedero",212,24,-0.180747992346524,0.024035560823412
2014,199,"Natural","Projected","Vertedero",290,22,0.313294648308507,-0.117256962778196
2015,199,"Natural","Projected","Vertedero",88,15,-1.19254410850231,-0.097285873168652
2016,199,"Natural","Projected","Vertedero",21,9,-1.43281437675478,-0.131522527659675
2017,199,"Natural","Projected","Vertedero",4,3,-1.65822807660353,-0.168075253581747
2011,200,"Natural","Projected","Vertedero",33,33,NA,NA
2012,200,"Natural","Projected","Vertedero",246,19,2.00882397446588,0.12272115363343
2013,200,"Natural","Projected","Vertedero",197,16,-0.222127807194374,-0.0413988748629809
2014,200,"Natural","Projected","Vertedero",320,8,0.485117267055784,-0.0989186304307386
2015,200,"Natural","Projected","Vertedero",89,5,-1.27968462606163,-0.171545981859653
2016,200,"Natural","Projected","Vertedero",14,7,-1.84957904011688,-0.156642542376263
2017,200,"Natural","Projected","Vertedero",2,2,-1.94591014905531,-0.179227755985638
2011,201,"Natural","Projected","Vertedero",33,33,NA,NA
2012,201,"Natural","Projected","Vertedero",255,14,2.04475598369195,0.0752393107046769
2013,201,"Natural","Projected","Vertedero",204,16,-0.22314355131421,-0.0922272047861093
2014,201,"Natural","Projected","Vertedero",292,8,0.358633808424065,-0.0905566942417966
2015,201,"Natural","Projected","Vertedero",108,9,-0.994622575144062,-0.152450313469253
2016,201,"Natural","Projected","Vertedero",13,5,-2.11718186966268,-0.13249780080124
2017,201,"Natural","Projected","Vertedero",1,NA,-2.56494935746154,-0.179080062869784
2011,202,"Natural","Projected","Vertedero",33,33,NA,NA
2012,202,"Natural","Projected","Vertedero",301,21,2.2106027032824,0.245750621887433
2013,202,"Natural","Projected","Vertedero",243,21,-0.214048821408327,-0.00900518986292307
2014,202,"Natural","Projected","Vertedero",375,23,0.433864582629862,0.0709678987813378
2015,202,"Natural","Projected","Vertedero",119,15,-1.14780253285888,-0.158716087413019
2016,202,"Natural","Projected","Vertedero",26,13,-1.52102695509005,-0.175765166527901
2017,202,"Natural","Projected","Vertedero",5,4,-1.64865862558738,-0.17534350313751
2018,202,"Natural","Projected","Vertedero",3,3,-0.510825623765991,-0.168630181597491
2019,202,"Natural","Projected","Vertedero",2,2,-0.405465108108164,-0.166988448484481
2020,202,"Natural","Projected","Vertedero",1,1,-0.693147180559945,-0.164729763480384
2011,203,"Natural","Projected","Vertedero",33,33,NA,NA
2012,203,"Natural","Projected","Vertedero",251,24,2.0289453776653,0.109498260525692
2013,203,"Natural","Projected","Vertedero",211,24,-0.173594805655717,0.12275349055613
2014,203,"Natural","Projected","Vertedero",329,22,0.444199617289305,-0.0193065430338371
2015,203,"Natural","Projected","Vertedero",112,15,-1.07755887947028,-0.102197058956755
2016,203,"Natural","Projected","Vertedero",18,9,-1.82812711339893,-0.139155416855735
2017,203,"Natural","Projected","Vertedero",4,2,-1.50407739677627,-0.165442660905983
2018,203,"Natural","Projected","Vertedero",1,NA,-1.38629436111989,-0.170414506500555
2011,204,"Natural","Projected","Vertedero",33,33,NA,NA
2012,204,"Natural","Projected","Vertedero",253,20,2.03688192726104,0.110301939633111
2013,204,"Natural","Projected","Vertedero",205,20,-0.210379509589112,0.0708062164152387
2014,204,"Natural","Projected","Vertedero",315,23,0.429562659687225,-0.044988667215101
2015,204,"Natural","Projected","Vertedero",91,15,-1.24171313230878,-0.0622678466060244
2016,204,"Natural","Projected","Vertedero",14,10,-1.87180217690159,-0.172006490200614
2017,204,"Natural","Projected","Vertedero",4,3,-1.25276296849537,-0.160548230877525
2018,204,"Natural","Projected","Vertedero",1,NA,-1.38629436111989,-0.149256916036115
2019,204,"Natural","Projected","Vertedero",1,NA,0,-0.166972335225148
2020,204,"Natural","Projected","Vertedero",1,NA,0,-0.167762801914659
2011,205,"Natural","Projected","Vertedero",33,33,NA,NA
2012,205,"Natural","Projected","Vertedero",261,21,2.06801284585621,0.0898314110400536
2013,205,"Natural","Projected","Vertedero",224,23,-0.152874355467654,0.0150106806150943
2014,205,"Natural","Projected","Vertedero",321,20,0.359795071274976,-0.0622077267161783
2015,205,"Natural","Projected","Vertedero",97,12,-1.19673014462663,-0.0926013400868305
2016,205,"Natural","Projected","Vertedero",9,6,-2.37748640116716,-0.16232172001136
2011,206,"Natural","Projected","Vertedero",33,33,NA,NA
2012,206,"Natural","Projected","Vertedero",257,17,2.05256852342874,0.126592693884992
2013,206,"Natural","Projected","Vertedero",213,17,-0.187783919185795,-0.0653174901851222
2014,206,"Natural","Projected","Vertedero",287,13,0.298190050050196,-0.0420258062144056
2015,206,"Natural","Projected","Vertedero",108,14,-0.977350988635401,-0.0980221056108512
2016,206,"Natural","Projected","Vertedero",16,9,-1.90954250488444,-0.139449255366913
2017,206,"Natural","Projected","Vertedero",2,NA,-2.07944154167984,-0.175156609526993
2011,207,"Natural","Projected","Vertedero",33,33,NA,NA
2012,207,"Natural","Projected","Vertedero",257,17,2.05256852342874,0.192847708861836
2013,207,"Natural","Projected","Vertedero",220,19,-0.155448538542858,-0.083170797152105
2014,207,"Natural","Projected","Vertedero",293,11,0.286545062664706,-0.123223855123513
2015,207,"Natural","Projected","Vertedero",85,8,-1.23752135252675,-0.165411392665537
2016,207,"Natural","Projected","Vertedero",11,9,-2.04475598369195,-0.153396007775871
2011,208,"Natural","Projected","Vertedero",33,33,NA,NA
2012,208,"Natural","Projected","Vertedero",251,25,2.0289453776653,0.052329336798567
2013,208,"Natural","Projected","Vertedero",205,23,-0.202442959993376,0.0899472195712217
2014,208,"Natural","Projected","Vertedero",322,18,0.451541566406,-0.0598522479166813
2015,208,"Natural","Projected","Vertedero",103,13,-1.13982255731477,-0.0213366164732693
2016,208,"Natural","Projected","Vertedero",20,7,-1.63899671467564,-0.140831431092675
2017,208,"Natural","Projected","Vertedero",3,1,-1.89711998488588,-0.171755809746175
2018,208,"Natural","Projected","Vertedero",1,1,-1.09861228866811,-0.170345365747239
2019,208,"Natural","Projected","Vertedero",1,1,0,-0.171679298896439
2020,208,"Natural","Projected","Vertedero",1,NA,0,-0.163092257042756
2011,209,"Natural","Projected","Vertedero",33,33,NA,NA
2012,209,"Natural","Projected","Vertedero",279,20,2.13470422035489,0.16475901804682
2013,209,"Natural","Projected","Vertedero",223,20,-0.224040010361247,0.0882152167497877
2014,209,"Natural","Projected","Vertedero",347,11,0.44215300848674,-0.149119886228994
2015,209,"Natural","Projected","Vertedero",109,13,-1.15797689771772,-0.172754672615037
2016,209,"Natural","Projected","Vertedero",16,8,-1.91875915998936,-0.121688141322519
2011,210,"Natural","Projected","Vertedero",33,33,NA,NA
2012,210,"Natural","Projected","Vertedero",245,23,2.00475064907825,0.0396691324826857
2013,210,"Natural","Projected","Vertedero",208,23,-0.163720130843409,0.214774496646593
2014,210,"Natural","Projected","Vertedero",312,11,0.405465108108164,-0.12890532423574
2015,210,"Natural","Projected","Vertedero",116,7,-0.989412996703118,-0.0616416223026451
2016,210,"Natural","Projected","Vertedero",21,11,-1.70906775338294,-0.127472180425253
2017,210,"Natural","Projected","Vertedero",3,2,-1.94591014905531,-0.170642807748242
2018,210,"Natural","Projected","Vertedero",2,2,-0.405465108108164,-0.173142348561285
2019,210,"Natural","Projected","Vertedero",1,1,-0.693147180559945,-0.168280393219784
2011,211,"Natural","Projected","Vertedero",33,33,NA,NA
2012,211,"Natural","Projected","Vertedero",261,17,2.06801284585621,0.0385189358639804
2013,211,"Natural","Projected","Vertedero",216,14,-0.189241999638528,-0.078684977589315
2014,211,"Natural","Projected","Vertedero",280,7,0.259511195485085,-0.103655760361072
2015,211,"Natural","Projected","Vertedero",88,8,-1.15745278869104,-0.113462196348334
2016,211,"Natural","Projected","Vertedero",16,11,-1.70474809223843,-0.129176169128086
2017,211,"Natural","Projected","Vertedero",2,1,-2.07944154167984,-0.173354982414723
2011,212,"Natural","Projected","Vertedero",33,33,NA,NA
2012,212,"Natural","Projected","Vertedero",256,20,2.04866988301308,0.00467360269974685
2013,212,"Natural","Projected","Vertedero",197,20,-0.261973715741574,0.100078734433957
2014,212,"Natural","Projected","Vertedero",319,10,0.481987374046856,-0.138918567750221
2015,212,"Natural","Projected","Vertedero",95,9,-1.2113142111843,-0.147059544825575
2016,212,"Natural","Projected","Vertedero",17,6,-1.72066354754432,-0.154887709630649
2017,212,"Natural","Projected","Vertedero",5,2,-1.22377543162212,-0.166078134777406
2011,213,"Natural","Projected","Vertedero",33,33,NA,NA
2012,213,"Natural","Projected","Vertedero",250,22,2.02495335639577,0.0132675213495482
2013,213,"Natural","Projected","Vertedero",194,22,-0.253602758798918,0.135300261010268
2014,213,"Natural","Projected","Vertedero",294,17,0.415721608275353,0.0508335667358586
2015,213,"Natural","Projected","Vertedero",86,10,-1.22923247108517,-0.0882071895604067
2016,213,"Natural","Projected","Vertedero",17,7,-1.62113395219729,-0.110397108581444
2017,213,"Natural","Projected","Vertedero",4,3,-1.44691898293633,-0.172983754385547
2018,213,"Natural","Projected","Vertedero",2,NA,-0.693147180559945,-0.141444626534293
2011,214,"Natural","Projected","Vertedero",33,33,NA,NA
2012,214,"Natural","Projected","Vertedero",249,16,2.02094533499823,0.21197808998421
2013,214,"Natural","Projected","Vertedero",202,17,-0.209185199063503,-0.113438351052372
2014,214,"Natural","Projected","Vertedero",293,8,0.371904911615863,-0.154813230672155
2015,214,"Natural","Projected","Vertedero",93,7,-1.14757311586381,-0.159719368661784
2016,214,"Natural","Projected","Vertedero",15,9,-1.82454929205105,-0.163596437355713
2017,214,"Natural","Projected","Vertedero",1,1,-2.70805020110221,-0.172232760141618
2011,215,"Natural","Projected","Vertedero",33,33,NA,NA
2012,215,"Natural","Projected","Vertedero",269,17,2.09820381813536,0.219048664194011
2013,215,"Natural","Projected","Vertedero",220,17,-0.201083833249478,-0.0442807312698694
2014,215,"Natural","Projected","Vertedero",350,15,0.464305608131098,-0.118662156592124
2015,215,"Natural","Projected","Vertedero",106,11,-1.19449406037139,-0.0958568802920627
2016,215,"Natural","Projected","Vertedero",17,8,-1.83022575005585,-0.149270812918172
2017,215,"Natural","Projected","Vertedero",2,1,-2.14006616349627,-0.171519185908903
2011,216,"Natural","Projected","Vertedero",33,33,NA,NA
2012,216,"Natural","Projected","Vertedero",275,26,2.12026353620009,0.188647233221515
2013,216,"Natural","Projected","Vertedero",219,26,-0.22769936785007,-0.0264273616933718
2014,216,"Natural","Projected","Vertedero",330,15,0.410020924644025,-0.00603512393225106
2015,216,"Natural","Projected","Vertedero",106,12,-1.13565356034846,-0.104328470080474
2016,216,"Natural","Projected","Vertedero",22,9,-1.57239664075375,-0.13842376365867
2017,216,"Natural","Projected","Vertedero",2,1,-2.39789527279837,-0.16698492461196
2011,217,"Natural","Projected","Vertedero",33,33,NA,NA
2012,217,"Natural","Projected","Vertedero",280,23,2.13828204170277,0.167881778739526
2013,217,"Natural","Projected","Vertedero",196,24,-0.356674943938732,-0.00253121971124548
2014,217,"Natural","Projected","Vertedero",335,13,0.536015872594549,-0.171348777552026
2015,217,"Natural","Projected","Vertedero",104,7,-1.16973963268369,-0.107892769767712
2016,217,"Natural","Projected","Vertedero",16,6,-1.87180217690159,-0.127787679388468
2017,217,"Natural","Projected","Vertedero",3,3,-1.67397643357167,-0.170336300098342
2011,218,"Natural","Projected","Vertedero",33,33,NA,NA
2012,218,"Natural","Projected","Vertedero",272,25,2.10929450482952,0.230432777904425
2013,218,"Natural","Projected","Vertedero",223,22,-0.198630294835879,0.0691142393557488
2014,218,"Natural","Projected","Vertedero",347,24,0.44215300848674,-0.040015887756689
2015,218,"Natural","Projected","Vertedero",116,14,-1.09573458884049,-0.122281451460606
2016,218,"Natural","Projected","Vertedero",24,10,-1.57553636075842,-0.091373200985859
2017,218,"Natural","Projected","Vertedero",3,1,-2.07944154167984,-0.165592507023701
2011,219,"Natural","Projected","Vertedero",33,33,NA,NA
2012,219,"Natural","Projected","Vertedero",258,18,2.05645202345514,0.0425388493937421
2013,219,"Natural","Projected","Vertedero",213,17,-0.191667419212192,0.107230959383664
2014,219,"Natural","Projected","Vertedero",310,13,0.375280131769767,-0.165136956961106
2015,219,"Natural","Projected","Vertedero",95,12,-1.18269540587865,-0.156464420589069
2016,219,"Natural","Projected","Vertedero",11,8,-2.15598161880217,-0.174094162113459
2017,219,"Natural","Projected","Vertedero",3,2,-1.29928298413026,-0.166695583705458
2011,220,"Natural","Projected","Vertedero",33,33,NA,NA
2012,220,"Natural","Projected","Vertedero",268,19,2.09447941904438,0.0963697561635153
2013,220,"Natural","Projected","Vertedero",213,20,-0.229694814801432,0.0156267212217892
2014,220,"Natural","Projected","Vertedero",319,17,0.40389893707542,-0.0259989368559728
2015,220,"Natural","Projected","Vertedero",107,10,-1.09236226832294,-0.125126560487978
2016,220,"Natural","Projected","Vertedero",15,9,-1.9647786333597,-0.154720908711842
2017,220,"Natural","Projected","Vertedero",4,3,-1.32175583998232,-0.173863776951105
2018,220,"Natural","Projected","Vertedero",2,1,-0.693147180559945,-0.158141741312248
2019,220,"Natural","Projected","Vertedero",1,1,-0.693147180559945,-0.170386320572867
2011,221,"Natural","Projected","Vertedero",33,33,NA,NA
2012,221,"Natural","Projected","Vertedero",263,17,2.07564647071128,0.152426308047346
2013,221,"Natural","Projected","Vertedero",221,18,-0.173991330660012,-0.0267121944332418
2014,221,"Natural","Projected","Vertedero",363,9,0.496240132747098,-0.0321542391996516
2015,221,"Natural","Projected","Vertedero",129,12,-1.03459042990318,-0.109939680912538
2016,221,"Natural","Projected","Vertedero",34,9,-1.33345187974551,-0.058625608005345
2017,221,"Natural","Projected","Vertedero",3,2,-2.42774823594805,-0.171890545662606
2011,222,"Natural","Projected","Vertedero",33,33,NA,NA
2012,222,"Natural","Projected","Vertedero",239,24,1.97995599046503,0.0297532870967704
2013,222,"Natural","Projected","Vertedero",193,25,-0.213773363026625,0.062625896022082
2014,222,"Natural","Projected","Vertedero",303,16,0.451042616604484,-0.0149236003831734
2015,222,"Natural","Projected","Vertedero",89,11,-1.22509643577723,-0.144648875535341
2016,222,"Natural","Projected","Vertedero",27,8,-1.19279950372781,-0.0954487673839014
2017,222,"Natural","Projected","Vertedero",5,3,-1.68639895357023,-0.17193821669978
2018,222,"Natural","Projected","Vertedero",3,1,-0.510825623765991,-0.159900698579729
2019,222,"Natural","Projected","Vertedero",1,NA,-1.09861228866811,-0.17084977702125
2020,222,"Natural","Projected","Vertedero",1,NA,0,-0.158489924354883
2011,223,"Natural","Projected","Vertedero",33,33,NA,NA
2012,223,"Natural","Projected","Vertedero",258,20,2.05645202345514,0.0728327934381209
2013,223,"Natural","Projected","Vertedero",218,20,-0.168464522132528,-0.0404706831795162
2014,223,"Natural","Projected","Vertedero",336,17,0.432616097174115,0.035081337297307
2015,223,"Natural","Projected","Vertedero",137,16,-0.897130234135079,-0.0857501346258452
2016,223,"Natural","Projected","Vertedero",27,7,-1.6241440598238,-0.12943578424537
2017,223,"Natural","Projected","Vertedero",1,NA,-3.29583686600433,-0.163981241230697
2018,223,"Natural","Projected","Vertedero",1,NA,0,-0.169929288031919
2011,224,"Natural","Projected","Vertedero",33,33,NA,NA
2012,224,"Natural","Projected","Vertedero",267,23,2.09074109693377,0.143658846006733
2013,224,"Natural","Projected","Vertedero",205,21,-0.264238679261841,-0.0573869695971203
2014,224,"Natural","Projected","Vertedero",311,16,0.416782933040826,-0.0587463010191568
2015,224,"Natural","Projected","Vertedero",92,11,-1.21800433513019,-0.170887131237005
2016,224,"Natural","Projected","Vertedero",17,7,-1.68857523299282,-0.148148559160806
2017,224,"Natural","Projected","Vertedero",6,2,-1.04145387482816,-0.15775910338845
2018,224,"Natural","Projected","Vertedero",1,1,-1.79175946922805,-0.159528019261525
2019,224,"Natural","Projected","Vertedero",1,1,0,-0.17342028687345
2011,225,"Natural","Projected","Vertedero",33,33,NA,NA
2012,225,"Natural","Projected","Vertedero",255,20,2.04475598369195,0.11395499310081
2013,225,"Natural","Projected","Vertedero",225,23,-0.125163142954006,0.0536739517913455
2014,225,"Natural","Projected","Vertedero",331,21,0.386017973172643,-0.112183016818985
2015,225,"Natural","Projected","Vertedero",83,16,-1.38327776758046,-0.172469260350943
2016,225,"Natural","Projected","Vertedero",21,6,-1.37431817007318,-0.116187670273296
2017,225,"Natural","Projected","Vertedero",4,1,-1.65822807660353,-0.163274311631138
2018,225,"Natural","Projected","Vertedero",2,1,-0.693147180559945,-0.146034351054912
2011,226,"Natural","Projected","Vertedero",33,33,NA,NA
2012,226,"Natural","Projected","Vertedero",271,29,2.10561125941322,0.143054329385707
2013,226,"Natural","Projected","Vertedero",222,29,-0.199441439007421,0.0821403413038247
2014,226,"Natural","Projected","Vertedero",366,24,0.499955951529087,-0.0764550817834637
2015,226,"Natural","Projected","Vertedero",112,19,-1.18413446210627,-0.159965526181778
2016,226,"Natural","Projected","Vertedero",32,10,-1.25276296849537,-0.105237327779358
2017,226,"Natural","Projected","Vertedero",8,1,-1.38629436111989,-0.10735329250362
2018,226,"Natural","Projected","Vertedero",3,3,-0.980829253011726,-0.167938518683082
2019,226,"Natural","Projected","Vertedero",2,2,-0.405465108108164,-0.160240066902577
2011,227,"Natural","Projected","Vertedero",33,33,NA,NA
2012,227,"Natural","Projected","Vertedero",263,21,2.07564647071128,0.0135625501169928
2013,227,"Natural","Projected","Vertedero",211,22,-0.220295898701698,0.0500535882162039
2014,227,"Natural","Projected","Vertedero",303,16,0.361874672033303,-0.0665107852613
2015,227,"Natural","Projected","Vertedero",84,12,-1.28291600666606,-0.159044013460925
2016,227,"Natural","Projected","Vertedero",15,8,-1.7227665977411,-0.153467292935358
2017,227,"Natural","Projected","Vertedero",4,3,-1.32175583998232,-0.176789679975243
2018,227,"Natural","Projected","Vertedero",1,1,-1.38629436111989,-0.166372461781665
2019,227,"Natural","Projected","Vertedero",1,NA,0,-0.170262840473827
2011,228,"Natural","Projected","Vertedero",33,33,NA,NA
2012,228,"Natural","Projected","Vertedero",279,22,2.13470422035489,0.258915839528681
2013,228,"Natural","Projected","Vertedero",217,22,-0.251314428280906,-0.059759478388991
2014,228,"Natural","Projected","Vertedero",354,20,0.489399559593315,-0.1246569006491
2015,228,"Natural","Projected","Vertedero",111,14,-1.15976671182144,-0.139243989756243
2016,228,"Natural","Projected","Vertedero",19,9,-1.76509122214589,-0.162443870388691
2017,228,"Natural","Projected","Vertedero",3,3,-1.84582669049833,-0.168112255719094
2011,229,"Natural","Projected","Vertedero",33,33,NA,NA
2012,229,"Natural","Projected","Vertedero",252,22,2.03292152604494,0.0952829964115639
2013,229,"Natural","Projected","Vertedero",200,20,-0.231111720963387,-0.0193043824664861
2014,229,"Natural","Projected","Vertedero",331,16,0.503801008829026,-0.0818765667646227
2015,229,"Natural","Projected","Vertedero",104,11,-1.15772747623569,-0.125570952853393
2016,229,"Natural","Projected","Vertedero",13,5,-2.07944154167984,-0.172660520306573
2017,229,"Natural","Projected","Vertedero",2,2,-1.87180217690159,-0.173176791613193
2011,230,"Natural","Projected","Vertedero",33,33,NA,NA
2012,230,"Natural","Projected","Vertedero",264,18,2.07944154167984,0.154478116923112
2013,230,"Natural","Projected","Vertedero",213,18,-0.214656937436891,-0.0806264746958882
2014,230,"Natural","Projected","Vertedero",326,19,0.425605215657283,-0.0667999171225094
2015,230,"Natural","Projected","Vertedero",101,14,-1.17177686452545,-0.104107671868619
2016,230,"Natural","Projected","Vertedero",27,13,-1.31928365083693,-0.0907626005346803
2011,231,"Natural","Projected","Vertedero",33,33,NA,NA
2012,231,"Natural","Projected","Vertedero",262,17,2.07183694229462,0.160523518279965
2013,231,"Natural","Projected","Vertedero",227,16,-0.143394486279694,-0.077732136316266
2014,231,"Natural","Projected","Vertedero",325,13,0.358875164848335,-0.100387733623989
2015,231,"Natural","Projected","Vertedero",86,8,-1.32947788607623,-0.169020272416678
2016,231,"Natural","Projected","Vertedero",23,8,-1.31885308032436,-0.0971858115762425
2017,231,"Natural","Projected","Vertedero",4,1,-1.74919985480926,-0.172520656335993
2011,232,"Natural","Projected","Vertedero",33,33,NA,NA
2012,232,"Natural","Projected","Vertedero",252,21,2.03292152604494,-0.0378860117190491
2013,232,"Natural","Projected","Vertedero",221,22,-0.13126638599367,0.137779602565788
2014,232,"Natural","Projected","Vertedero",315,23,0.35440993730788,-0.0974049130404415
2015,232,"Natural","Projected","Vertedero",113,16,-1.02518482011329,-0.0277221522744812
2016,232,"Natural","Projected","Vertedero",19,9,-1.7829488395459,-0.122508996847119
2017,232,"Natural","Projected","Vertedero",3,1,-1.84582669049833,-0.173555927972297
2018,232,"Natural","Projected","Vertedero",1,1,-1.09861228866811,-0.165530931191917
2011,233,"Natural","Projected","Vertedero",33,33,NA,NA
2012,233,"Natural","Projected","Vertedero",277,22,2.12750994472086,0.281508364751507
2013,233,"Natural","Projected","Vertedero",232,20,-0.177280134521029,0.0623265993942636
2014,233,"Natural","Projected","Vertedero",359,15,0.436585016821969,-0.0263512311542304
2015,233,"Natural","Projected","Vertedero",118,9,-1.11263776402261,-0.136375576943191
2016,233,"Natural","Projected","Vertedero",21,10,-1.72616218674224,-0.111803030583436
2017,233,"Natural","Projected","Vertedero",1,1,-3.04452243772342,-0.174521682139728
2011,234,"Natural","Projected","Vertedero",33,33,NA,NA
2012,234,"Natural","Projected","Vertedero",249,22,2.02094533499823,0.078101071254564
2013,234,"Natural","Projected","Vertedero",205,24,-0.194442917326299,0.064866868774258
2014,234,"Natural","Projected","Vertedero",309,13,0.410331297759337,-0.0759904539929203
2015,234,"Natural","Projected","Vertedero",97,6,-1.15863029839436,-0.100422029936215
2016,234,"Natural","Projected","Vertedero",19,11,-1.63027199933694,-0.157385146895959
2017,234,"Natural","Projected","Vertedero",6,3,-1.15267950993839,-0.158482525617902
2018,234,"Natural","Projected","Vertedero",2,1,-1.09861228866811,-0.15452766489369
2019,234,"Natural","Projected","Vertedero",1,1,-0.693147180559945,-0.15723472236422
2011,235,"Natural","Projected","Vertedero",33,33,NA,NA
2012,235,"Natural","Projected","Vertedero",261,17,2.06801284585621,0.180359435078303
2013,235,"Natural","Projected","Vertedero",209,16,-0.222186155357882,0.0289542473710936
2014,235,"Natural","Projected","Vertedero",324,15,0.438409263827518,-0.160300469775482
2015,235,"Natural","Projected","Vertedero",85,4,-1.33809225930201,-0.172894742612463
2016,235,"Natural","Projected","Vertedero",13,8,-1.87770189902878,-0.151878143657803
2017,235,"Natural","Projected","Vertedero",1,NA,-2.56494935746154,-0.162325830843072
2011,236,"Natural","Projected","Vertedero",33,33,NA,NA
2012,236,"Natural","Projected","Vertedero",280,23,2.13828204170277,0.16196560191623
2013,236,"Natural","Projected","Vertedero",227,24,-0.209839585687847,-0.0805514409387056
2014,236,"Natural","Projected","Vertedero",329,15,0.371107733283969,-0.0269116292007375
2015,236,"Natural","Projected","Vertedero",106,11,-1.1326186566533,-0.163935694787884
2016,236,"Natural","Projected","Vertedero",17,10,-1.83022575005585,-0.150303240654057
2017,236,"Natural","Projected","Vertedero",3,2,-1.73460105538811,-0.15378458849415
2011,237,"Natural","Projected","Vertedero",33,33,NA,NA
2012,237,"Natural","Projected","Vertedero",289,20,2.16991912664595,0.402237205603278
2013,237,"Natural","Projected","Vertedero",221,19,-0.268263986594679,-0.0578370301947557
2014,237,"Natural","Projected","Vertedero",370,16,0.515340304120517,-0.0966247884029031
2015,237,"Natural","Projected","Vertedero",123,11,-1.10131865026585,-0.0232175069131047
2016,237,"Natural","Projected","Vertedero",20,6,-1.81645208181843,-0.145811736705735
2017,237,"Natural","Projected","Vertedero",2,1,-2.30258509299405,-0.174155999244015
2018,237,"Natural","Projected","Vertedero",1,1,-0.693147180559945,-0.165490315961506
2011,238,"Natural","Projected","Vertedero",33,33,NA,NA
2012,238,"Natural","Projected","Vertedero",249,21,2.02094533499823,0.0433981610425522
2013,238,"Natural","Projected","Vertedero",206,20,-0.189576727675127,0.0190950125460208
2014,238,"Natural","Projected","Vertedero",311,13,0.411916743389653,0.0964161393368508
2015,238,"Natural","Projected","Vertedero",101,9,-1.12467239533797,-0.142303218168518
2016,238,"Natural","Projected","Vertedero",17,6,-1.78190717278504,-0.141051863270486
2017,238,"Natural","Projected","Vertedero",2,2,-2.14006616349627,-0.16267166056191
2018,238,"Natural","Projected","Vertedero",1,NA,-0.693147180559945,-0.157010389819895
2019,238,"Natural","Projected","Vertedero",1,NA,0,-0.164303051291276
2011,239,"Natural","Projected","Vertedero",33,33,NA,NA
2012,239,"Natural","Projected","Vertedero",247,24,2.0128807751615,-0.0261538610955126
2013,239,"Natural","Projected","Vertedero",210,23,-0.162280805910508,0.0460874202652898
2014,239,"Natural","Projected","Vertedero",321,18,0.424333592412547,0.00642775878830357
2015,239,"Natural","Projected","Vertedero",93,9,-1.23884162997676,-0.108590872995653
2016,239,"Natural","Projected","Vertedero",14,6,-1.893542163538,-0.152240734923332
2017,239,"Natural","Projected","Vertedero",4,3,-1.25276296849537,-0.17274058510684
2011,240,"Natural","Projected","Vertedero",33,33,NA,NA
2012,240,"Natural","Projected","Vertedero",272,20,2.10929450482952,0.144953009510773
2013,240,"Natural","Projected","Vertedero",227,22,-0.180852048814595,-0.00207146630260185
2014,240,"Natural","Projected","Vertedero",329,12,0.371107733283969,-0.134840600493856
2015,240,"Natural","Projected","Vertedero",95,8,-1.24218085916483,-0.147498934476617
2016,240,"Natural","Projected","Vertedero",22,10,-1.46283443824222,-0.138141850597271
2017,240,"Natural","Projected","Vertedero",3,2,-1.99243016469021,-0.168394519308248
2011,241,"Natural","Projected","Vertedero",33,33,NA,NA
2012,241,"Natural","Projected","Vertedero",262,18,2.07183694229462,0.0652048494752624
2013,241,"Natural","Projected","Vertedero",214,18,-0.202368488739245,-0.0167612210202778
2014,241,"Natural","Projected","Vertedero",324,18,0.414767500770478,0.00756791049299322
2015,241,"Natural","Projected","Vertedero",95,11,-1.22686662419179,-0.142361681034733
2016,241,"Natural","Projected","Vertedero",18,7,-1.66350513370438,-0.12914803613855
2017,241,"Natural","Projected","Vertedero",5,3,-1.28093384546206,-0.176551883269342
2018,241,"Natural","Projected","Vertedero",2,2,-0.916290731874155,-0.16462974363957
2019,241,"Natural","Projected","Vertedero",1,1,-0.693147180559945,-0.163644882838491
2011,242,"Natural","Projected","Vertedero",33,33,NA,NA
2012,242,"Natural","Projected","Vertedero",265,21,2.08322226451974,0.229403197169591
2013,242,"Natural","Projected","Vertedero",218,22,-0.195234763197133,-0.0874725119662424
