"year","simulation","dormancy","source","population","pop_size","pop_size_repro","log_meanChangeAboveground","log_lambda"
2012,299,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,299,"Natural","Projected","SierraCarboneraY5",1377,12,0.574799469375308,-1.74755387838544
2014,299,"Natural","Projected","SierraCarboneraY5",816,377,-0.523248143764548,3.17355964074697
2015,299,"Natural","Projected","SierraCarboneraY5",510,153,-0.470003629245736,0.20948425915747
2016,299,"Natural","Projected","SierraCarboneraY5",598,55,0.15918002823226,0.1700945527009
2017,299,"Natural","Projected","SierraCarboneraY5",172,34,-1.24609627713718,-0.169443734635806
2018,299,"Natural","Projected","SierraCarboneraY5",121,60,-0.351703931216712,-0.0927039247644154
2019,299,"Natural","Projected","SierraCarboneraY5",84,35,-0.364973746753427,-0.104933205699628
2020,299,"Natural","Projected","SierraCarboneraY5",26,8,-1.17272026082183,-0.131614208097634
2021,299,"Natural","Projected","SierraCarboneraY5",8,5,-1.17865499634165,-0.167837657544121
2022,299,"Natural","Projected","SierraCarboneraY5",3,2,-0.980829253011726,-0.165920355843008
2012,300,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,300,"Natural","Projected","SierraCarboneraY5",1409,13,0.597772482545333,-1.74065180691826
2014,300,"Natural","Projected","SierraCarboneraY5",775,381,-0.597772482545333,3.23331081975381
2015,300,"Natural","Projected","SierraCarboneraY5",424,134,-0.603129574121389,0.0988936904213938
2016,300,"Natural","Projected","SierraCarboneraY5",613,57,0.368631480704254,0.120232372540541
2017,300,"Natural","Projected","SierraCarboneraY5",183,33,-1.20887878309479,-0.138154682573952
2018,300,"Natural","Projected","SierraCarboneraY5",115,64,-0.464554024478171,-0.0908453639460298
2019,300,"Natural","Projected","SierraCarboneraY5",89,38,-0.25629575863111,-0.102098007271955
2020,300,"Natural","Projected","SierraCarboneraY5",24,6,-1.31058253938419,-0.129157827222804
2021,300,"Natural","Projected","SierraCarboneraY5",8,2,-1.09861228866811,-0.167343753621852
2022,300,"Natural","Projected","SierraCarboneraY5",3,3,-0.980829253011726,-0.165688328430782
2012,301,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,301,"Natural","Projected","SierraCarboneraY5",1414,14,0.601314817103171,-1.75075558869786
2014,301,"Natural","Projected","SierraCarboneraY5",789,373,-0.583411525610644,3.23845835060234
2015,301,"Natural","Projected","SierraCarboneraY5",490,158,-0.476360929741202,0.146013439282629
2016,301,"Natural","Projected","SierraCarboneraY5",614,53,0.22558953704247,0.11150115515605
2017,301,"Natural","Projected","SierraCarboneraY5",152,36,-1.39611440730087,-0.173647568742214
2018,301,"Natural","Projected","SierraCarboneraY5",138,76,-0.0966268356890716,-0.0632220681775994
2019,301,"Natural","Projected","SierraCarboneraY5",106,54,-0.263814591045138,-0.0999105388615388
2020,301,"Natural","Projected","SierraCarboneraY5",45,8,-0.856776604341747,-0.0941897365904215
2021,301,"Natural","Projected","SierraCarboneraY5",8,4,-1.72722094809048,-0.165409716253178
2022,301,"Natural","Projected","SierraCarboneraY5",7,7,-0.133531392624523,-0.157805482292134
2012,302,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,302,"Natural","Projected","SierraCarboneraY5",1361,17,0.563111973298119,-1.77510085381703
2014,302,"Natural","Projected","SierraCarboneraY5",813,389,-0.515243893103655,3.23284137781305
2015,302,"Natural","Projected","SierraCarboneraY5",495,175,-0.49617334697912,0.256671750661955
2016,302,"Natural","Projected","SierraCarboneraY5",588,57,0.172169185329937,0.12170076475505
2017,302,"Natural","Projected","SierraCarboneraY5",180,32,-1.18377009700842,-0.146008662427585
2018,302,"Natural","Projected","SierraCarboneraY5",119,65,-0.413833357778681,-0.0726982949021621
2019,302,"Natural","Projected","SierraCarboneraY5",97,42,-0.204412514608147,-0.114040462148603
2020,302,"Natural","Projected","SierraCarboneraY5",47,11,-0.724563376793324,-0.103658137990266
2021,302,"Natural","Projected","SierraCarboneraY5",11,5,-1.45225232891169,-0.167966047048585
2022,302,"Natural","Projected","SierraCarboneraY5",11,7,0,-0.145079619885056
2012,303,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,303,"Natural","Projected","SierraCarboneraY5",1358,8,0.560905278765294,-1.77674514029329
2014,303,"Natural","Projected","SierraCarboneraY5",763,377,-0.576510276834184,3.18067883328191
2015,303,"Natural","Projected","SierraCarboneraY5",489,160,-0.444895541809585,0.211795293945714
2016,303,"Natural","Projected","SierraCarboneraY5",581,51,0.172388267377039,0.135852776179234
2017,303,"Natural","Projected","SierraCarboneraY5",157,32,-1.3085049515036,-0.173900332872856
2018,303,"Natural","Projected","SierraCarboneraY5",116,56,-0.302655614241943,-0.0718834212439685
2019,303,"Natural","Projected","SierraCarboneraY5",82,29,-0.346870943842112,-0.087470042356361
2020,303,"Natural","Projected","SierraCarboneraY5",22,5,-1.31567679390594,-0.125859967933031
2021,303,"Natural","Projected","SierraCarboneraY5",3,2,-1.99243016469021,-0.167026284104373
2022,303,"Natural","Projected","SierraCarboneraY5",1,NA,-1.09861228866811,-0.168254002620985
2012,304,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,304,"Natural","Projected","SierraCarboneraY5",1436,18,0.616753720254822,-1.71867290019949
2014,304,"Natural","Projected","SierraCarboneraY5",819,376,-0.5615326657551,3.21599382911427
2015,304,"Natural","Projected","SierraCarboneraY5",503,162,-0.48749391375333,0.233467764238148
2016,304,"Natural","Projected","SierraCarboneraY5",639,61,0.239314284277796,0.151813422570361
2017,304,"Natural","Projected","SierraCarboneraY5",167,43,-1.34191064196078,-0.169494210888543
2018,304,"Natural","Projected","SierraCarboneraY5",100,61,-0.512823626428664,-0.10653255430183
2019,304,"Natural","Projected","SierraCarboneraY5",85,36,-0.162518929497775,-0.0890695712321282
2020,304,"Natural","Projected","SierraCarboneraY5",27,7,-1.14681439048599,-0.131234620306218
2021,304,"Natural","Projected","SierraCarboneraY5",9,4,-1.09861228866811,-0.16706463126173
2022,304,"Natural","Projected","SierraCarboneraY5",4,1,-0.810930216216329,-0.15649795374457
2012,305,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,305,"Natural","Projected","SierraCarboneraY5",1414,22,0.601314817103171,-1.74648891555848
2014,305,"Natural","Projected","SierraCarboneraY5",855,388,-0.503076377519758,3.31668903812737
2015,305,"Natural","Projected","SierraCarboneraY5",506,186,-0.524564799649295,0.201940461182122
2016,305,"Natural","Projected","SierraCarboneraY5",620,58,0.203182808751672,0.0997115651305894
2017,305,"Natural","Projected","SierraCarboneraY5",143,36,-1.46687484777923,-0.169545338303018
2018,305,"Natural","Projected","SierraCarboneraY5",118,54,-0.192160005794242,-0.063711140426506
2019,305,"Natural","Projected","SierraCarboneraY5",82,33,-0.363965377201412,-0.122596835298066
2020,305,"Natural","Projected","SierraCarboneraY5",24,8,-1.22866541691631,-0.145395380137348
2021,305,"Natural","Projected","SierraCarboneraY5",5,2,-1.56861591791385,-0.164952245315726
2022,305,"Natural","Projected","SierraCarboneraY5",3,2,-0.510825623765991,-0.163875290078725
2012,306,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,306,"Natural","Projected","SierraCarboneraY5",1387,8,0.582035390961485,-1.73906576376263
2014,306,"Natural","Projected","SierraCarboneraY5",790,379,-0.562865474853764,3.21667583667312
2015,306,"Natural","Projected","SierraCarboneraY5",463,151,-0.534305891374833,0.168993971579849
2016,306,"Natural","Projected","SierraCarboneraY5",605,59,0.267501403944607,0.120127102284144
2017,306,"Natural","Projected","SierraCarboneraY5",157,41,-1.34898265268253,-0.170954572401356
2018,306,"Natural","Projected","SierraCarboneraY5",109,67,-0.364897923119164,-0.108577083742478
2019,306,"Natural","Projected","SierraCarboneraY5",97,39,-0.116636903725761,-0.0803521355229382
2020,306,"Natural","Projected","SierraCarboneraY5",49,10,-0.682890680392756,-0.0830209610534543
2021,306,"Natural","Projected","SierraCarboneraY5",7,NA,-1.94591014905531,-0.166026300748394
2022,306,"Natural","Projected","SierraCarboneraY5",5,5,-0.336472236621213,-0.157919143162611
2012,307,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,307,"Natural","Projected","SierraCarboneraY5",1381,8,0.577700124055945,-1.77291266913648
2014,307,"Natural","Projected","SierraCarboneraY5",765,373,-0.590687319582756,3.15079588547804
2015,307,"Natural","Projected","SierraCarboneraY5",488,146,-0.449560427973389,0.248541844606231
2016,307,"Natural","Projected","SierraCarboneraY5",616,59,0.232931557680373,0.110722224589458
2017,307,"Natural","Projected","SierraCarboneraY5",146,33,-1.43964034182518,-0.163343763784582
2018,307,"Natural","Projected","SierraCarboneraY5",104,51,-0.339215722566964,-0.0657022645704887
2019,307,"Natural","Projected","SierraCarboneraY5",64,40,-0.485507815781701,-0.122317467216821
2020,307,"Natural","Projected","SierraCarboneraY5",25,5,-0.940007258491471,-0.131841536986657
2021,307,"Natural","Projected","SierraCarboneraY5",2,1,-2.52572864430826,-0.170070714573308
2022,307,"Natural","Projected","SierraCarboneraY5",1,1,-0.693147180559945,-0.169234144699624
2012,308,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,308,"Natural","Projected","SierraCarboneraY5",1375,17,0.573345980747325,-1.75182510751639
2014,308,"Natural","Projected","SierraCarboneraY5",807,390,-0.532885341830723,3.16203083560972
2015,308,"Natural","Projected","SierraCarboneraY5",470,158,-0.540590973565845,0.219644243292582
2016,308,"Natural","Projected","SierraCarboneraY5",619,58,0.275372577980492,0.1023351750033
2017,308,"Natural","Projected","SierraCarboneraY5",154,34,-1.39115267027097,-0.172776216186968
2018,308,"Natural","Projected","SierraCarboneraY5",100,53,-0.431782416425538,-0.0971637484536477
2019,308,"Natural","Projected","SierraCarboneraY5",79,36,-0.23572233352107,-0.109236512700916
2020,308,"Natural","Projected","SierraCarboneraY5",29,5,-1.00215202248055,-0.124929695347543
2021,308,"Natural","Projected","SierraCarboneraY5",5,2,-1.75785791755237,-0.169644391146524
2022,308,"Natural","Projected","SierraCarboneraY5",3,2,-0.510825623765991,-0.164916266265344
2012,309,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,309,"Natural","Projected","SierraCarboneraY5",1390,13,0.58419599677139,-1.74808678540578
2014,309,"Natural","Projected","SierraCarboneraY5",812,380,-0.537558685963059,3.14545647893244
2015,309,"Natural","Projected","SierraCarboneraY5",498,156,-0.488900263137025,0.266802454211203
2016,309,"Natural","Projected","SierraCarboneraY5",592,67,0.172906557859353,0.0886969482002418
2017,309,"Natural","Projected","SierraCarboneraY5",145,42,-1.40677289246343,-0.163037449569874
2018,309,"Natural","Projected","SierraCarboneraY5",115,60,-0.231801614057324,-0.0688928232203395
2019,309,"Natural","Projected","SierraCarboneraY5",100,43,-0.139761942375159,-0.0963165263646075
2020,309,"Natural","Projected","SierraCarboneraY5",57,16,-0.562118918153541,-0.0915280413655098
2021,309,"Natural","Projected","SierraCarboneraY5",16,8,-1.27046254559477,-0.159413236517106
2022,309,"Natural","Projected","SierraCarboneraY5",12,6,-0.287682072451781,-0.161042889570711
2012,310,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,310,"Natural","Projected","SierraCarboneraY5",1381,16,0.577700124055945,-1.75934393993041
2014,310,"Natural","Projected","SierraCarboneraY5",811,391,-0.532295099293879,3.22107287051137
2015,310,"Natural","Projected","SierraCarboneraY5",459,154,-0.569217844054868,0.154958740816843
2016,310,"Natural","Projected","SierraCarboneraY5",614,55,0.290944718086597,0.113788606536329
2017,310,"Natural","Projected","SierraCarboneraY5",147,37,-1.42956234136841,-0.15805862439935
2018,310,"Natural","Projected","SierraCarboneraY5",112,61,-0.271933715483642,-0.0764264844203354
2019,310,"Natural","Projected","SierraCarboneraY5",96,38,-0.154150679827258,-0.0841557070765538
2020,310,"Natural","Projected","SierraCarboneraY5",23,6,-1.42885397553869,-0.135086695923027
2021,310,"Natural","Projected","SierraCarboneraY5",4,1,-1.74919985480926,-0.172860397266643
2022,310,"Natural","Projected","SierraCarboneraY5",3,2,-0.287682072451781,-0.164388779802323
2012,311,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,311,"Natural","Projected","SierraCarboneraY5",1387,12,0.582035390961485,-1.7571899272505
2014,311,"Natural","Projected","SierraCarboneraY5",775,368,-0.582035390961485,3.25511282191293
2015,311,"Natural","Projected","SierraCarboneraY5",458,136,-0.525993845239162,0.152322905463887
2016,311,"Natural","Projected","SierraCarboneraY5",627,58,0.314077356518736,0.0836944664962755
2017,311,"Natural","Projected","SierraCarboneraY5",164,29,-1.34108011280872,-0.167918584767685
2018,311,"Natural","Projected","SierraCarboneraY5",106,69,-0.436427333712131,-0.0950194455043518
2019,311,"Natural","Projected","SierraCarboneraY5",88,37,-0.186102279633861,-0.0932126157223853
2020,311,"Natural","Projected","SierraCarboneraY5",33,7,-0.980829253011726,-0.134926337931031
2021,311,"Natural","Projected","SierraCarboneraY5",14,6,-0.857450231851222,-0.167124689540045
2022,311,"Natural","Projected","SierraCarboneraY5",7,5,-0.693147180559945,-0.158872620733031
2012,312,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,312,"Natural","Projected","SierraCarboneraY5",1382,18,0.578423974974268,-1.75075558869786
2014,312,"Natural","Projected","SierraCarboneraY5",789,379,-0.560520683481741,3.23787117615273
2015,312,"Natural","Projected","SierraCarboneraY5",493,162,-0.470257146803184,0.155348629081643
2016,312,"Natural","Projected","SierraCarboneraY5",619,68,0.227596098641906,0.147251402110123
2017,312,"Natural","Projected","SierraCarboneraY5",168,43,-1.30414129328134,-0.156253077411597
2018,312,"Natural","Projected","SierraCarboneraY5",109,45,-0.432616097174115,-0.0972491790432873
2019,312,"Natural","Projected","SierraCarboneraY5",80,36,-0.309321247555262,-0.115752983210349
2020,312,"Natural","Projected","SierraCarboneraY5",33,9,-0.885519073207401,-0.114450440747361
2021,312,"Natural","Projected","SierraCarboneraY5",12,6,-1.01160091167848,-0.163073673497652
2022,312,"Natural","Projected","SierraCarboneraY5",14,7,0.154150679827258,-0.154560154989431
2012,313,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,313,"Natural","Projected","SierraCarboneraY5",1378,6,0.575525422220257,-1.7417105682665
2014,313,"Natural","Projected","SierraCarboneraY5",790,369,-0.556355506112537,3.17767858339794
2015,313,"Natural","Projected","SierraCarboneraY5",462,146,-0.536468054379328,0.208881831364941
2016,313,"Natural","Projected","SierraCarboneraY5",631,60,0.311740971459474,0.121928878921646
2017,313,"Natural","Projected","SierraCarboneraY5",155,43,-1.40388074562197,-0.146669417127887
2018,313,"Natural","Projected","SierraCarboneraY5",103,54,-0.408696128689611,-0.0886605291029008
2019,313,"Natural","Projected","SierraCarboneraY5",70,30,-0.386233746180277,-0.120948597020944
2020,313,"Natural","Projected","SierraCarboneraY5",21,8,-1.20397280432594,-0.139853666846236
2021,313,"Natural","Projected","SierraCarboneraY5",10,6,-0.741937344729377,-0.162060923927835
2022,313,"Natural","Projected","SierraCarboneraY5",11,6,0.0953101798043249,-0.160202832676474
2012,314,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,314,"Natural","Projected","SierraCarboneraY5",1380,15,0.576975748797903,-1.75934393993041
2014,314,"Natural","Projected","SierraCarboneraY5",793,379,-0.554015556516402,3.22158912167902
2015,314,"Natural","Projected","SierraCarboneraY5",458,158,-0.548954037520663,0.169548848607679
2016,314,"Natural","Projected","SierraCarboneraY5",594,69,0.26001013524846,0.0837873857840527
2017,314,"Natural","Projected","SierraCarboneraY5",139,40,-1.45240538623195,-0.160220005762039
2018,314,"Natural","Projected","SierraCarboneraY5",101,51,-0.319353416289432,-0.0690852420946897
2019,314,"Natural","Projected","SierraCarboneraY5",86,37,-0.160773220587752,-0.114965899853609
2020,314,"Natural","Projected","SierraCarboneraY5",27,NA,-1.15851043024918,-0.120152830734838
2021,314,"Natural","Projected","SierraCarboneraY5",5,2,-1.68639895357023,-0.168511062405407
2022,314,"Natural","Projected","SierraCarboneraY5",3,1,-0.510825623765991,-0.161929259427886
2012,315,"Natural","Projected","SierraCarboneraY5",775,NA,NA,NA
2013,315,"Natural","Projected","SierraCarboneraY5",1386,11,0.581314150396501,-1.74702125520374
2014,315,"Natural","Projected","SierraCarboneraY5",800,380,-0.549565452081921,3.1504761138029
2015,315,"Natural","Projected","SierraCarboneraY5",525,171,-0.421213465076304,0.211166810698727
2016,315,"Natural","Projected","SierraCarboneraY5",594,60,0.123481056771021,0.208609487723102
2017,315,"Natural","Projected","SierraCarboneraY5",160,38,-1.31170550412882,-0.1479794348874
2018,315,"Natural","Projected","SierraCarboneraY5",104,51,-0.430782916092454,-0.0870872164375549
2019,315,"Natural","Projected","SierraCarboneraY5",79,35,-0.274943046674351,-0.127253518249066
2020,315,"Natural","Projected","SierraCarboneraY5",45,4,-0.562785362696702,-0.0976406781432528
2021,315,"Natural","Projected","SierraCarboneraY5",14,2,-1.16760516015506,-0.167535520776935
2022,315,"Natural","Projected","SierraCarboneraY5",5,4,-1.02961941718116,-0.166446881376838
